created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sun Jan 07 12:48:54 +0000 2024,1743978010964004927,Hyein : 👀 to dani Dani : 👀 to hyein Dani and hyein : 👀👀 Hyein : supershy mode 🙈😆 Minji : hmm? 😄  #GDA #GDA2024 #GDAinJakarta #NewJeans #NewJeansAtGDA #NEWJEANSinJAKARTA #Minji #Hanni #Danielle #Haerin #Hyein https://t.co/dI2zjFut3j,0,0,0,2,in,1656681505,1743978010964004927,AnisaMeilim_,https://twitter.com/AnisaMeilim_/status/1743978010964004927
Sun Jan 07 12:48:43 +0000 2024,1743977968660332698,"Beringas! Kronologi Fansite Korea Menggila di Golden Disc Awards 2024, Super Anarkis! #Fansite #Shibal #GoldenDiscAwards #GoldenDiscAwards2024 #GDA2024 #Korea  https://t.co/Rtarl4Tvno",0,0,0,0,in,1550413916135514113,1743977968660332698,yaannaall,https://twitter.com/yaannaall/status/1743977968660332698
Sun Jan 07 12:47:58 +0000 2024,1743977778943565907,#Chaeunwoo dang #SungSikyung di red carpet #GoldenDiscAwards 😍  Sugohaesoyo 😘 #GDA2024 #GDAinJakarta #GoldenDiscAwards2024 https://t.co/x7D2LiOB4W,0,0,0,6,tl,3098907870,1743977778943565907,MyKoreanDramaID,https://twitter.com/MyKoreanDramaID/status/1743977778943565907
Sun Jan 07 12:47:54 +0000 2024,1743977759918170224,TxT Yeonjun   #GDA2024 #GDAinJakarta #GoldenDiscAwards2024 #GoldenDiscAwards https://t.co/mWdWfca2UD,0,0,0,3,en,324212015,1743977759918170224,StaywithHyunie,https://twitter.com/StaywithHyunie/status/1743977759918170224
Sun Jan 07 12:47:38 +0000 2024,1743977693308416016,Jas Hujan VELDORA Pria Wanita Original Mantel Hujan Cowok Cewek .  https://t.co/YXru2kgL9C  fansite chaewon liz yunjin daeri debat pasutri gaje korsel #GDA2024 istora senayan shibal doyoung keanu nasi goreng https://t.co/58bg1buOGQ,0,0,0,0,in,1412246761406558221,1743977693308416016,americano_jpg,https://twitter.com/americano_jpg/status/1743977693308416016
Sun Jan 07 12:47:09 +0000 2024,1743977570541203705,แผ่นใสติดสติ๊กเกอร์ ติดแท่งไฟ  ✨แผ่นละ  25 บาท  ✨หนา1.5มม   💚นัดรับคอน 127  💚ค่าส่ง 35/50   #SMAinBKK #The1stBDMA #ตลาดนัดnct #ตลาดนัดnct127  #ตลาดนัดnctdraem #NCT127_NEOCITY_THE_UNITYinBKK #GDA2024  #NCT127_NEOCITY_THE_UNITY https://t.co/FYKeSXIvAm,0,0,0,0,th,990135339661475840,1743977570541203705,bbbear121,https://twitter.com/bbbear121/status/1743977570541203705
Sun Jan 07 12:46:42 +0000 2024,1743977460956627232,Indonesia harus bisa terbebas dari korupsi ini Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/WvLbZJpbl4,0,0,0,1,in,1703778715896066049,1743977460956627232,RanaGala111621,https://twitter.com/RanaGala111621/status/1743977460956627232
Sun Jan 07 12:46:27 +0000 2024,1743977397542846503,Kemeja Pria Vintage Casual Abstark Lengan Pendek Retro Pantai Hawai Unisex  https://t.co/XKnvB7YC9K  fansite chaewon liz yunjin daeri debat pasutri gaje korsel #GDA2024 istora senayan shibal doyoung keanu nasi goreng https://t.co/WNKCpjTt4u,0,0,0,0,in,1412246761406558221,1743977397542846503,americano_jpg,https://twitter.com/americano_jpg/status/1743977397542846503
Sun Jan 07 12:46:04 +0000 2024,1743977298230186419,STAYC  #GDA2024 #GDAinJakarta https://t.co/7RajgWXhIL,0,1,1,0,en,1246297581434466305,1743965223009333282,j_hanpeter,https://twitter.com/j_hanpeter/status/1743977298230186419
Sun Jan 07 12:46:03 +0000 2024,1743977295617134644,Kekayaan alam jangan mau diambil oleh asing Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/2LBm8xn4iK,0,0,0,1,in,1703778715896066049,1743977295617134644,RanaGala111621,https://twitter.com/RanaGala111621/status/1743977295617134644
Sun Jan 07 12:45:46 +0000 2024,1743977224079061120,BAJU KEMEJA BATIK PRIA COWOK COWO LENGAN PANJANG REGULAR BATIK  https://t.co/IPI37HD1RE  fansite chaewon liz yunjin daeri debat pasutri gaje korsel #GDA2024 istora senayan shibal doyoung keanu nasi goreng https://t.co/dOyNbH4ScJ,0,0,0,0,in,1412246761406558221,1743977224079061120,americano_jpg,https://twitter.com/americano_jpg/status/1743977224079061120
Sun Jan 07 12:45:43 +0000 2024,1743977211252953450,"LINK IN BIO Crafting connections, igniting impact. 🚀✨ #MarketingMagic""  #SundayMorning #sundayvibes #sleeping #ImranKhan #WeatherUpdate #Parachinar #Singapore #Nayab #janejahan #GDA2024 #HereWeGo #UITheMovie #PrincessofWales https://t.co/zfaxUvd7cM""",0,0,0,1,en,1697255660101197824,1743977211252953450,AuthenticM26555,https://twitter.com/AuthenticM26555/status/1743977211252953450
Sun Jan 07 12:45:41 +0000 2024,1743977203556081670,Kuatkan pertahanan indonesia  Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/jIjxwxd77R,0,0,0,1,in,1703778715896066049,1743977203556081670,RanaGala111621,https://twitter.com/RanaGala111621/status/1743977203556081670
Sun Jan 07 12:45:06 +0000 2024,1743977055333884270,Kemeja Premium Basic Pria Kalem Elegan Limited Edition  https://t.co/uR4ZqiCwXd  fansite chaewon liz yunjin daeri debat pasutri gaje korsel #GDA2024 istora senayan shibal doyoung keanu nasi goreng https://t.co/xDSdTSnPHk,0,0,0,0,in,1412246761406558221,1743977055333884270,americano_jpg,https://twitter.com/americano_jpg/status/1743977055333884270
Sun Jan 07 12:44:55 +0000 2024,1743977010571997444,2024 #GoldenDiscAwards 配信・放送 #GDAinJakarta  U-NEXT（ネット） 見逃し中！  視聴手順・詳細はこちら ▶️https://t.co/jt9HHZKJKW  アワード候補者一覧 EXO、(G)I-DLE、ITZY、IVE、JUNG KOOK(BTS)、LE SSERAFIM #GDA2024 214455,0,0,0,0,ja,1700371772133232640,1743977010571997444,Live_Stream_sky,https://twitter.com/Live_Stream_sky/status/1743977010571997444
Sun Jan 07 12:44:52 +0000 2024,1743976999499235497,Indonesia harus terbebas dari korupsi yang selama ini menyengsarakan Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/qUcNprw5kc,0,0,0,1,in,1703778715896066049,1743976999499235497,RanaGala111621,https://twitter.com/RanaGala111621/status/1743976999499235497
Sun Jan 07 12:44:17 +0000 2024,1743976853143265730,kemeja flanel unisex keren kemeja flannel  https://t.co/LdGLgXPFSL  fansite chaewon liz yunjin daeri debat #pasutrigaje korsel #GDA2024 istora senayan shibal doyoung keanu nasi goreng https://t.co/cW0emyuTE1,0,0,0,0,in,1412246761406558221,1743976853143265730,americano_jpg,https://twitter.com/americano_jpg/status/1743976853143265730
Sun Jan 07 12:43:40 +0000 2024,1743976695462584690,Their shocked expression though. #GoldenDiscAwards2024 #GDA2024 #NewJeansAtGDA #NewJeans https://t.co/miqMkWVOd2,0,0,0,3,en,914498296386686976,1743976695462584690,Amphetxmine,https://twitter.com/Amphetxmine/status/1743976695462584690
Sun Jan 07 12:43:36 +0000 2024,1743976680228888803,240106 제 38회 골든디스크어워즈  [Full] 부석순 - 화이팅해야지 풀캠 : https://t.co/Z31PrXS4cw  #세븐틴 #SEVENTEEN #부석순 #BSS #부승관 #SEUNGKWAN #도겸 #DK #호시 #HOSHI  #GDA2024 https://t.co/tAA1YnEOEY,1,0,2,5,ko,1684608413714841600,1743976680228888803,gamd_gyhw,https://twitter.com/gamd_gyhw/status/1743976680228888803
Sun Jan 07 12:43:36 +0000 2024,1743976679201276391,Another one  #GDA2024 #GDAinJakarta #GoldenDiscAwards2024 #GoldenDiscAwards https://t.co/kYGpkOBULz,0,0,19,45,en,324212015,1743975656504066535,StaywithHyunie,https://twitter.com/StaywithHyunie/status/1743976679201276391
Sun Jan 07 12:42:34 +0000 2024,1743976420710494599,"Keren Pak @GanjarPranowo. statement tentang pertahanannya Top tidak hanya mencakup keamanan, tapi juga memberikan dorongan besar pada sektor ekonomi kita pasti Lebih Baik. Terinspirasi!  #GanjarMahfud2024 #GanjarMahfudM3nangDebat #GDA2024  #NazarPemilu #DebatCapres https://t.co/p0aHMCVGdZ",0,0,0,0,in,1694249681453522944,1743976420710494599,inipandusatria,https://twitter.com/inipandusatria/status/1743976420710494599
Sun Jan 07 12:42:12 +0000 2024,1743976326279975123,"HALOOO😻 aku mau giveaway karena bisa nonton GDA 2024 dan keteu zb1 pertama kali🥺🥺💖 (plus tiba2 krn woongsungz joget dikolam MENNN😭😭😭☝🏼)  - 1 pc random zb1 era melpo - 1 pc random zb1 tc fancon  syaratnya cuma rt, like, and rep apa aja deh😘🛼🥂💖💌🌹 https://t.co/41a5l2ojzV",1,125,157,220,in,1691426076613058561,1743976326279975123,forsunghanbeen,https://twitter.com/forsunghanbeen/status/1743976326279975123
Sun Jan 07 12:41:58 +0000 2024,1743976268482400515,Omg! My brain 🤯🤯🤯🤯 #hyunjin #StrayKids #GDA2024 https://t.co/YOCnkL1KWV,0,0,0,2,en,1488559251995783171,1743976268482400515,18anivle,https://twitter.com/18anivle/status/1743976268482400515
Sun Jan 07 12:41:17 +0000 2024,1743976094368481666,PARC JAEJUNG 박재정  mohon kalo ketonton abaikan suara saya yang sedang karaokean tidak jelas :”  #GDA2024 #GDAinJakarta https://t.co/z2w4mAvSlj,2,1,4,14,in,1246297581434466305,1743965223009333282,j_hanpeter,https://twitter.com/j_hanpeter/status/1743976094368481666
Sun Jan 07 12:40:57 +0000 2024,1743976014227873802,yesterday’s 😫🤪🌟🧡💙 #GDA2024 #GDAinJakarta https://t.co/fnF38pxzKi,0,14,2,41,en,1473505024978292741,1743976014227873802,uarmyhooooooope,https://twitter.com/uarmyhooooooope/status/1743976014227873802
Sun Jan 07 12:40:08 +0000 2024,1743975808153288735,@Pyung1004 어제 GDA 2024에서 난리를 친 한국 팬사이트가 있었다는 사실을 알고 계셨나요?,0,0,0,0,ko,1131298144782696448,1743651878380990671,lovelydreamis,https://twitter.com/lovelydreamis/status/1743975808153288735
Sun Jan 07 12:40:04 +0000 2024,1743975789031285142,📸| Aktualizacja Twittera @GoldenDisc_en.✨  „Ogromne gratulacje dla #StrayKids za zdobycie nagród✨ BEST ALBUM i GLOBAL K-POP ARTIST✨ na 38. ceremonii wręczenia nagród Golden Disc z Bankiem Mandiri 🎉💖”.  @Stray_Kids #스트레이키즈 #GDAinJakarta #GDA2024 https://t.co/wMJtniZGXv,0,0,14,272,pl,940011044340158464,1743975789031285142,StrayKidsPL,https://twitter.com/StrayKidsPL/status/1743975789031285142
Sun Jan 07 12:39:32 +0000 2024,1743975656504066535,Stray Kids' reaction to Le Sserafim x YB collaboration stage. They really enjoyed it!  #GDA2024 #GDAinJakarta #GoldenDiscAwards2024 #GoldenDiscAwards https://t.co/YQ5sV9Vcp0,2,1,44,177,en,324212015,1743975656504066535,StaywithHyunie,https://twitter.com/StaywithHyunie/status/1743975656504066535
Sun Jan 07 12:38:51 +0000 2024,1743975483916877848,"Tetap terang! PLN menjaga kestabilan tarif listrik nonsubsidi, memberi dukungan bagi daya saing industri dan kesejahteraan masyarakat.  #PLNuntukIndonesia  Fansite Shibal Pasutri Gaje Minggu SEVENTEEN #GDA2024 #ENHYPEN https://t.co/njXcPlNA8N",0,0,0,1,in,877574353206079488,1743975483916877848,aolzig,https://twitter.com/aolzig/status/1743975483916877848
Sun Jan 07 12:38:41 +0000 2024,1743975440577155219,@chooingum korean people bad attitude 😏  #koreanpeoplebadattitude #GDA2024 #GDAinJakarta,0,0,0,1,en,1152437806582493184,1743689589850861757,bae_syuja,https://twitter.com/bae_syuja/status/1743975440577155219
Sun Jan 07 12:38:19 +0000 2024,1743975351699775701,Org yg tidak beradab di negara orang ( Fansite Fansite dog🖕🏻 ) #Fansite #koreaselatan #GDA2024 https://t.co/yIPlEigTDN,0,0,0,1,in,1576035278611157008,1743975351699775701,Bucinopaseunggi,https://twitter.com/Bucinopaseunggi/status/1743975351699775701
Sun Jan 07 12:38:16 +0000 2024,1743975337254625524,PLN berkomitmen! Stabilkan tarif listrik nonsubsidi untuk mendukung daya beli masyarakat dan industri. Solid!  #PLNuntukIndonesia  Fansite Shibal Pasutri Gaje Minggu SEVENTEEN #GDA2024 #ENHYPEN https://t.co/Vq5jshegxm,0,0,0,1,in,1717182719078387712,1743975337254625524,pipienh7,https://twitter.com/pipienh7/status/1743975337254625524
Sun Jan 07 12:37:40 +0000 2024,1743975184728768522,"PLN memberikan kepastian! Tarif listrik nonsubsidi tetap, menjaga stabilitas ekonomi dan daya beli. Terimakasih PLN!  #PLNuntukIndonesia  Fansite Shibal Pasutri Gaje Minggu SEVENTEEN #GDA2024 #ENHYPEN https://t.co/3wZtaFHyY9",0,0,0,1,in,2757700343,1743975184728768522,txtpipilaa,https://twitter.com/txtpipilaa/status/1743975184728768522
Sun Jan 07 12:37:26 +0000 2024,1743975129183596866,BOYNEXTDOOR  #GDA2024 #GDAinJakarta https://t.co/fxSf1lE3Q6,0,1,0,0,en,1246297581434466305,1743965223009333282,j_hanpeter,https://twitter.com/j_hanpeter/status/1743975129183596866
Sun Jan 07 12:37:15 +0000 2024,1743975079942434936,@wiwidia korean people bad attitude 😏  #koreanpeoplebadattitude #GDA2024 #GDAinJakarta,0,0,0,1,en,1152437806582493184,1743663072609538318,bae_syuja,https://twitter.com/bae_syuja/status/1743975079942434936
Sun Jan 07 12:37:09 +0000 2024,1743975054986424648,"Keren! PLN mempertahankan stabilitas tarif listrik nonsubsidi, dukung daya saing industri dan kesejahteraan masyarakat  #PLNuntukIndonesia  Fansite Shibal Pasutri Gaje Minggu SEVENTEEN #GDA2024 #ENHYPEN https://t.co/BXHCjpZr3Q",0,0,0,1,in,1585150138665746433,1743975054986424648,AnidaKiyaya,https://twitter.com/AnidaKiyaya/status/1743975054986424648
Sun Jan 07 12:37:00 +0000 2024,1743975019401863433,Bag Tas Selempang Wanita All Star Korean Sling Bag Perempuan Stylish -  https://t.co/ecKYuSIEvI  fansite chaewon liz daeri debat #pasutrigaje korsel #GDA2024 istora senayan shibal doyoung keanu https://t.co/ZI8PMCA5Py,0,0,0,0,in,1412246761406558221,1743975019401863433,americano_jpg,https://twitter.com/americano_jpg/status/1743975019401863433
Sun Jan 07 12:36:53 +0000 2024,1743974990175703250,"240107• Actualización de @golden_disc en instagram.  38th Golden Disc Awards Ceremonia del Trofeo Bank Madarini en el Backstage  Felicidades por ganar el premio principal en la categoría del álbum 🎉💖""  #HEESEUNG #희승 #엔하이픈 #ENHYPEN #GoldenDiscAwards  #GDA2024 https://t.co/LiOPzbhE6o""",0,0,0,2,es,1554302466371584001,1743974990175703250,Heeseung_Arg,https://twitter.com/Heeseung_Arg/status/1743974990175703250
Sun Jan 07 12:36:53 +0000 2024,1743974988720599071,Internet Gratis ya guys!!! BUKAN makan siang gratis 👍🏻🤟🏻#RambutPutih #TuanKuRakyat #Gandara #gandaraindonesia #SalmaSalsabil #GDA2024 #ONEPIECE1089 #SoloLeveling #AITAKATTAJKT48 #WelcomeToSamdalriEp11 #ShanDay #CARAMEMINUMRAMUMEJKT48 Istora Senayan Megawati Keanu 19.00 WIB LCGC https://t.co/gs2HYGklJp,0,0,0,0,in,1687037836774735872,1743974988720599071,gandara_indo,https://twitter.com/gandara_indo/status/1743974988720599071
Sun Jan 07 12:36:49 +0000 2024,1743974970781561116,enhypen’s reaction to super by seventeen (last part) #GDAinJakarta #GDA2024 #GoldenDiscAwards #GoldenDiscAwards2024 https://t.co/Q6kfBheQlc,3,0,79,189,en,1314177786253197313,1743974970781561116,enhyjaysworld,https://twitter.com/enhyjaysworld/status/1743974970781561116
Sun Jan 07 12:36:37 +0000 2024,1743974920210792803,"Apresiasi buat PLN! Tarif listrik nonsubsidi tetap stabil untuk 13 golongan pelanggan, pertahankan daya beli masyarakat.  #PLNuntukIndonesia  Fansite Shibal Pasutri Gaje Minggu SEVENTEEN #GDA2024 #ENHYPEN https://t.co/9azMCkR8Xm",0,0,0,2,in,1584189022485610496,1743974920210792803,maddelasndr,https://twitter.com/maddelasndr/status/1743974920210792803
Sun Jan 07 12:36:30 +0000 2024,1743974894038401489,Cek O.TWO.O Face Makeup Primer Invisible Pore Soft Focus Moisturizing Brightening Base Makeup Cream  https://t.co/7cIIz2wa66  fansite chaewon liz daeri debat #pasutrigaje korsel #GDA2024 istora senayan shibal doyoung keanu https://t.co/4t8F6xMA2Y,0,0,0,0,en,1412246761406558221,1743974894038401489,americano_jpg,https://twitter.com/americano_jpg/status/1743974894038401489
Sun Jan 07 12:36:17 +0000 2024,1743974838941995027,Seventeen - Super.  Part ter-epic. PING HAGOBUNAWA!!!   #GDA2024 #GDAinJakarta  #GoldenDiscAwards https://t.co/DR8q6nC6N7,0,1,0,0,tl,1548642807899795456,1743941019681579142,_catwonwoo,https://twitter.com/_catwonwoo/status/1743974838941995027
Sun Jan 07 12:35:50 +0000 2024,1743974725926486033,Cek Keset Kaki Kamar RAINBOW 40x60  https://t.co/rklm7pTCpF  fansite chaewon liz daeri debat #pasutrigaje korsel #GDA2024 istora senayan shibal doyoung keanu https://t.co/MJ7MdHVr2J,0,0,0,0,in,1412246761406558221,1743974725926486033,americano_jpg,https://twitter.com/americano_jpg/status/1743974725926486033
Sun Jan 07 12:35:43 +0000 2024,1743974697329692801,korean people bad attitude 😏  #koreanpeoplebadattitude #GDA2024 #GDAinJakarta,0,0,0,1,en,1152437806582493184,1743974697329692801,bae_syuja,https://twitter.com/bae_syuja/status/1743974697329692801
Sun Jan 07 12:34:40 +0000 2024,1743974432253837341,240106  New Jeans - Ditto (2)  #GDA2024 #GoldenDiscAwards2024 https://t.co/2NwISuJWes,0,0,0,0,en,750686064,1743974317002739913,masharena_,https://twitter.com/masharena_/status/1743974432253837341
Sun Jan 07 12:34:13 +0000 2024,1743974317002739913,240106  New Jeans - Ditto (1)  #GDA2024 #GoldenDiscAwards2024 https://t.co/zsNniGTIZ3,0,1,0,0,en,750686064,1743974317002739913,masharena_,https://twitter.com/masharena_/status/1743974317002739913
Sun Jan 07 12:34:02 +0000 2024,1743974271058321469,DIBANTAI PRAGMATIC PLAY BOSKU!!!  Selamat untuk member Betslot yang berhasil WD sebesar   Rp4.000.000  Di Permainan  PRAGMATIC PLAY - STARLIGHT PRINCESS  Link Login &gt &gt  https://t.co/CiLCxKH9uC  Shibal Fansite Korea Jepang Barat #GDA2024 Pasutri Gaje #SUGA #JHOPE #ENHYPEN https://t.co/4Wkfyy3Ie6,0,0,0,0,in,1627285078253637633,1743974271058321469,betslotgacor,https://twitter.com/betslotgacor/status/1743974271058321469
Sun Jan 07 12:33:56 +0000 2024,1743974246303641615,Cermin Kaca Meja Aesthetic 360 Derajat  https://t.co/tY8YpsseLw  fansite chaewon liz daeri debat #pasutrigaje korsel #GDA2024 istora senayan shibal https://t.co/cXGbeFyyiT,0,0,0,0,in,1412246761406558221,1743974246303641615,americano_jpg,https://twitter.com/americano_jpg/status/1743974246303641615
Sun Jan 07 12:33:44 +0000 2024,1743974194952740891,@starfess wkwkwkw kaan banyak yg kepincut cheol jalur gda 2024 bjirr,0,1,0,0,in,1060773340896407552,1743867145052962877,dowooonu,https://twitter.com/dowooonu/status/1743974194952740891
Sun Jan 07 12:33:38 +0000 2024,1743974170516652097,JAKEHOON JAYA🤟🏻  #JAKE #SUNGHOON #jakehoon #ENHYPEN #GoldenDiscAwards2024 #GDAinJakarta #GDA2024 https://t.co/58yktnxdG0,51,1,979,2833,in,2477761639,1743974170516652097,dearunje,https://twitter.com/dearunje/status/1743974170516652097
Sun Jan 07 12:33:28 +0000 2024,1743974128053575693,Berantas terus korupsi demi indonesia emas 2045 Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/G8ymWBW4jX,0,0,0,1,in,1702621152370360320,1743974128053575693,DeloraNori11221,https://twitter.com/DeloraNori11221/status/1743974128053575693
Sun Jan 07 12:32:45 +0000 2024,1743973949837586931,"Amankan wilayah laut indonesia, karena itu ialah kekayaan alam yang indonesia miliki Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/cXMrzmcuyo",0,0,0,1,in,1702621152370360320,1743973949837586931,DeloraNori11221,https://twitter.com/DeloraNori11221/status/1743973949837586931
Sun Jan 07 12:32:17 +0000 2024,1743973829532332471,Pembaruan persenjataan untuk keamanan indonesia Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/4dqweM6AAp,0,0,0,1,in,1702621152370360320,1743973829532332471,DeloraNori11221,https://twitter.com/DeloraNori11221/status/1743973829532332471
Sun Jan 07 12:31:59 +0000 2024,1743973754550825374,Mangkok Side Dish Appetizers 6 Set Tempat Saji Snack  https://t.co/SRL1LnB4ly  fansite chaewon liz daeri debat #pasutrigaje korsel #GDA2024 istora senayan https://t.co/4Te9hAuGhi,0,0,0,0,in,1412246761406558221,1743973754550825374,americano_jpg,https://twitter.com/americano_jpg/status/1743973754550825374
Sun Jan 07 12:31:44 +0000 2024,1743973692974207410,Indonesia harus bebas dari belenggu korupsi  Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/ZYfshNFbLy,0,0,0,1,in,1702621152370360320,1743973692974207410,DeloraNori11221,https://twitter.com/DeloraNori11221/status/1743973692974207410
Sun Jan 07 12:27:35 +0000 2024,1743972649972465759,Wujudkan gagasan ini untuk keamanan indonesia kedepannya Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/VcMfGa35el,0,0,0,1,in,1708108413748580352,1743972649972465759,lavera84674,https://twitter.com/lavera84674/status/1743972649972465759
Sun Jan 07 12:27:14 +0000 2024,1743972561766256644,Pembaruan persenjataan untuk meningkatkan keamanan indonesia Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/3Yyt2Pvley,0,0,0,1,in,1708108413748580352,1743972561766256644,lavera84674,https://twitter.com/lavera84674/status/1743972561766256644
Sun Jan 07 12:27:10 +0000 2024,1743972543000936827,240106 - GDA Golden Disc Awards 2024 in Jakarta  Lesserafim - Chaewon &amp  Kazuha #레세라핌 #카즈하 #김채원  Pretty 🥰🥰🥰 and cute!   #GDA #GDA2024 #GOLDENDISCAWARDS #GDAINJAKARTA https://t.co/xGJcoBURVt,1,1,20,49,ro,128132198,1743874068238233921,ClayCindy,https://twitter.com/ClayCindy/status/1743972543000936827
Sun Jan 07 12:27:01 +0000 2024,1743972505943941195,Sentite questo FANTASTICO HAUS TYPE BEAT che ho fatto in onore del mio caro amico DONATELLO #Abhiya #BoycottMaldives #ChennaiRains #DementiaHitler #EISed #FFXIVFanFest #GDA2024 #homemade #InterVerona #January6th #Kalaignar100 #LAMH #MaskedSingerUK #nstwtwt # OTDirecto6E https://t.co/BnkFO524ew,0,0,0,3,it,1502044332265721866,1743972505943941195,OSK33916998,https://twitter.com/OSK33916998/status/1743972505943941195
Sun Jan 07 12:26:52 +0000 2024,1743972466173825440,Penampilan GDA 2024 belum bisa ditonton ya?? GUA MAU REWATCH PADAHAL 😭😭 bagian stray kids sama sserafim sesungguhnya bikin nagih 😭,0,0,0,0,in,1064768974477348864,1743972466173825440,creamilloo,https://twitter.com/creamilloo/status/1743972466173825440
Sun Jan 07 12:26:30 +0000 2024,1743972376285700440,GDA2024(240106)TMA2022(221008)幻のﾐｭﾍﾞﾝﾁﾘ、とても好き衣装。https://t.co/IbiMMYaZO3 https://t.co/aLTJINM50A,0,0,0,0,ja,1464923783660474368,1743972376285700440,th1001txt,https://twitter.com/th1001txt/status/1743972376285700440
Sun Jan 07 12:26:15 +0000 2024,1743972314562380249,Boynextdoor  #GDA2024 #GDAinJakarta #GoldenDiscAwards2024 #GoldenDiscAwards https://t.co/DFj2VggVe6,0,0,1,9,en,324212015,1743972314562380249,StaywithHyunie,https://twitter.com/StaywithHyunie/status/1743972314562380249
Sun Jan 07 12:25:57 +0000 2024,1743972239471739324,gda 2024 minwon looks like royalty to me https://t.co/6pIy9NDmyl,1,0,44,168,en,1607769239712329728,1743972239471739324,mingyutese,https://twitter.com/mingyutese/status/1743972239471739324
Sun Jan 07 12:24:54 +0000 2024,1743971975293485422,Paslon paling keren nih Pak @ganjarpranowo dan @mohmahfudmd selain keren visi misi ternyata juga keren outfitnya penuh filosofi yaaa. satset dah Pak Ganjar Mahfud. #GanjarMahfud2024 #GanjarMahfudM3nangDebat #GDA2024 MemimpinIndonesia #NazarPemilu #DebatCapres https://t.co/wtYGKy7Ihn,0,0,0,0,in,1694917997893488640,1743971975293485422,itsmellapermata,https://twitter.com/itsmellapermata/status/1743971975293485422
Sun Jan 07 12:23:07 +0000 2024,1743971525387256157,ZEROBASEONE  #GDA2024 #GDAinJakarta https://t.co/pdDRazpAXo,0,1,0,0,it,1246297581434466305,1743965223009333282,j_hanpeter,https://twitter.com/j_hanpeter/status/1743971525387256157
Sun Jan 07 12:22:46 +0000 2024,1743971437852123247,Habisi koruptor untuk kesejahteraan bangsa  Jepang Barat Hamza #GanjarMahfud2024 Shibal #GDA2024 Korea Pasutri Gaje Pengamat LCGC@ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GanjarMahfudM3nang #GanjarMahfudM3nangDebat #GPMMD3 https://t.co/lD3H6hzMQv,0,0,0,1,in,1703390922967490560,1743971437852123247,JaKrissy80427,https://twitter.com/JaKrissy80427/status/1743971437852123247
Sun Jan 07 12:22:43 +0000 2024,1743971422202929251,SONO DA POCO  dentro il mondo della PRODUZIONE MUSICALE. sentite ora il plainboa carta type beat che HO FATTO #Abhiya #BoycottMaldives #ChennaiRains #DementiaHitler #EISed #FFXIVFanFest #GDA2024 #homemade #InterVerona #January6th #Kalaignar100 #LAMH #MaskedSingerUK #nstwtwt https://t.co/46dDjOdlwV,1,1,1,4,it,1502044332265721866,1743971422202929251,OSK33916998,https://twitter.com/OSK33916998/status/1743971422202929251
